breakpoints,cell_cycle_state,cell_id,correlation,correlation0,correlation1,correlation2,correlation3,coverage_breadth,coverage_depth,library_id,mean_insert_size,median_insert_size,paired_duplicate_reads,paired_mapped_reads,percent_duplicate_reads,ploidy,pvalue,slope,slope0,slope1,slope2,slope3,standard_deviation_insert_size,total_duplicate_reads,total_mapped_reads,total_properly_paired,total_reads,training_context,unmapped_reads,unpaired_duplicate_reads,unpaired_mapped_reads
75.0,G2,SA928-A90553C-R54-C25,0.6130390582885801,0.14981418572007268,0.11210523451403238,0.08202962544427102,0.010056935625428136,0.0548736623388,0.057377,A90553C,256.935029,221.0,145111,1073165,0.13604150221,1.8601353528843054,0.0,272.6394331791323,0.003317598736611614,0.002090936341177681,0.12297351827425382,0.4303596136767084,148.140639,293776,2159885,1756912,2306506,training,146621,3554,13555
1.0,G2,SA928-A90553C-R54-C26,0.5638600397321423,-0.10827007829785983,-0.06860216614717249,-0.10404359294875948,-0.18963630396106929,0.0600695956606,0.06308899999999999,A90553C,256.852651,221.0,170408,1190571,0.144092362116,1.9191105381888496,0.0,205.91348956915144,-0.0012271525427175298,-0.000756084855584784,-0.6380032338035826,-0.347342080736401,147.805499,345235,2396568,1949786,2592186,training,195618,4419,15425
54.0,S,SA928-A90553C-R54-C27,0.6712071250301941,0.2203197929543257,0.3461466589982013,0.32677572553793593,0.272573453880385,0.0414278882225,0.043266000000000006,A90553C,258.441635,221.0,106815,804738,0.133490370661,3.0981308411214954,0.0,266.8355253352893,0.005853227320859577,0.005326695058230981,1.1448954233959816,1.3657173178266773,150.816708,216210,1619998,1312968,1741382,training,121384,2580,10521
1.0,G2,SA928-A90553C-R54-C28,0.42095306468017485,-0.1808166622809088,-0.16655849721107352,-0.19502468822950336,-0.2187330464353646,0.0517263562414,0.054082000000000005,A90553C,249.990245,215.0,143969,1030483,0.140788641146,1.9191105381888496,2.4940550445688815e-234,159.35390702167575,-0.0027950721919808063,-0.0027053005031508343,-0.9549447995272075,-0.8790980447480299,143.96197,292090,2075139,1665698,2244846,training,169707,4152,14173
1.0,G2,SA928-A90553C-R54-C29,0.5645467518461083,-0.07407991774988969,-0.03676408035582716,-0.07068637258321886,-0.14492449400407764,0.0518087791742,0.054127,A90553C,255.722569,220.0,135129,1013139,0.134382487641,1.9191105381888496,0.0,218.5345573590315,-0.000618330039410673,-0.00025797172886143227,-0.4740574315272628,-0.2121747295620102,147.516607,274014,2039611,1653622,2209808,training,170197,3756,13333
1.0,G2,SA928-A90553C-R54-C30,0.5936032752322136,-0.10181079374867635,-0.05360429269637421,-0.09183968914372516,-0.15405709880227147,0.059686923343199985,0.062716,A90553C,253.675646,218.0,175590,1196731,0.147720675051,1.9191105381888496,0.0,210.8333515260117,-0.0010369716258526137,-0.0005613827953626734,-0.4871752873902984,-0.294608076973897,145.978039,355885,2409596,1946538,2593922,training,184326,4705,16133
1.0,G2,SA928-A90553C-R54-C32,0.5609192720459913,-0.07987869369874126,-0.04173843770657212,-0.07664405641647022,-0.1705999971946383,0.0556784221447,0.058295000000000013,A90553C,258.07416,222.0,161480,1106059,0.147003313191,1.9191105381888496,0.0,212.1851317292924,-0.0008895197622884319,-0.0005206798374951146,-0.6099598931023329,-0.28366869846990117,148.867441,327372,2227460,1811418,2405374,training,177914,4412,15342
64.0,G2,SA928-A90553C-R54-C33,0.51814327329155,0.14726153596200722,0.09809221881111405,0.0742614126374824,-0.08354102300389361,0.0339917946442,0.035296,A90553C,276.776897,238.0,86001,644262,0.134318286804,1.8654527876248792,0.0,263.56707169536645,0.00187616845392279,0.0017927362291751698,-0.4902824916463252,0.35003136246430744,161.431403,174116,1296712,1081094,1412806,training,116094,2114,8187
1.0,G2,SA928-A90553C-R54-C35,0.7464750387380321,0.34935455257031234,0.4045758564273904,0.37965752165855204,0.23606045247346266,0.0388354233702,0.040429,A90553C,268.110543,231.0,97796,743337,0.132392101189,1.9191105381888496,0.0,380.43932030470825,0.00417937241437606,0.006718415671916232,1.076256491219656,1.6941616976789533,155.438793,198027,1496124,1230172,1801736,training,305612,2435,9450
58.0,S,SA928-A90553C-R54-C39,0.7311325584512464,0.4230783105145414,0.5092412146206595,0.49288683577865017,0.48543588349698175,0.0480734426073,0.05009,A90553C,249.540421,214.0,132923,947476,0.14095203719000002,1.8872059297454076,0.0,475.55301274751076,0.008624583333350732,0.01105514639869275,2.750485046571683,2.8855409113730146,143.677128,268608,1906081,1527615,2066680,training,160599,2762,11129
79.0,S,SA928-A90553C-R54-C40,0.7449816834650945,0.4623972276419601,0.5166396234679949,0.4998029573036658,0.4747678727621169,0.0387723917689,0.040279,A90553C,252.437898,218.0,100223,754468,0.13354312163899998,1.8617466967450853,0.0,487.25498506078605,0.007457632825696034,0.011400641858498838,2.7070284400389077,2.9771827787716787,144.051057,202716,1518356,1225285,1850216,training,331860,2270,9420
58.0,S,SA928-A90553C-R54-C41,0.7478739236260475,0.45509209486559343,0.5305720344929497,0.5141274472622638,0.5281273064708975,0.051450396985,0.053644,A90553C,243.812787,209.0,139210,1018636,0.137337208576,1.8561069932323557,0.0,493.63757109911495,0.010070101119889157,0.01175397469601957,3.1258659194081067,3.07543234994845,140.102905,281386,2049249,1626198,2192120,training,142871,2966,11976
115.0,S,SA928-A90553C-R54-C42,0.5167850435358787,0.14035554522062182,0.09257361025457585,0.06851486270569038,0.10319379628205753,0.058749918021300016,0.061664,A90553C,240.276915,207.0,192070,1213763,0.159267632287,1.838865613922011,0.0,251.91408685264392,0.003137944887145744,0.0014824461881305785,0.4484438575375781,0.26921487522676385,137.412745,389104,2443473,1926510,2620954,training,177481,4964,15946
224.0,S,SA928-A90553C-R54-C43,0.753647930749179,0.3068074608452699,0.45349201901126385,0.4298910774714828,0.43075681609798383,0.056512863756800015,0.059112,A90553C,247.145035,212.0,161195,1129662,0.143527618331,4.636964228166291,0.0,156.736255169734,0.00703183221279995,0.0029013219961333946,0.7218905600925959,0.7374421391205805,142.095603,326268,2273654,1813927,2431286,training,157632,3878,14329
63.0,S,SA928-A90553C-R54-C44,0.7598014652477977,0.48989293514315374,0.5678022872045079,0.5534575323316612,0.5619481141695869,0.058086726245300015,0.060932000000000014,A90553C,243.927825,210.0,179175,1179986,0.152618277396,1.8548179181437319,0.0,529.1547514802323,0.012769403862165435,0.01310237152259725,3.4444498355725703,3.4416382039031794,139.666901,362260,2374081,1883996,2603744,training,229663,3910,14108
124.0,S,SA928-A90553C-R54-C46,0.6960884259930321,0.4022567739146297,0.47829617776483163,0.46299382518366217,0.4637442024869015,0.048391176025,0.050418,A90553C,246.844138,212.0,143552,968149,0.149039088332,1.8300032226877216,0.0,477.52160285007574,0.008534184146021886,0.010774416764298071,2.7422895207135856,2.803918586417272,141.73556000000005,290286,1948255,1554060,2087438,training,139183,3182,11956
97.0,S,SA928-A90553C-R54-C47,0.5459099748850836,0.22552299401533993,0.2298820223987758,0.2106448031316516,0.2839446724328327,0.0451462329398,0.047009,A90553C,230.827156,199.0,121240,914118,0.13352912053899998,1.8483725427006124,0.0,308.6680949911132,0.0035440023581306233,0.003977326925755305,1.473611418122233,0.9535283513924667,130.98649,245640,1840093,1421648,1971954,training,131861,3160,11857
80.0,S,SA928-A90553C-R54-C48,0.7383052174656312,0.446951175288625,0.503673768370928,0.4861730433533956,0.49649174377031036,0.0560141000141,0.058657000000000015,A90553C,244.423169,210.0,167373,1130529,0.148795767834,1.8522397679664842,0.0,474.4865647063804,0.010577003888854365,0.010861993568117895,2.84602268403437,2.8307193313586603,140.285451,338402,2274770,1804885,2481090,training,206320,3656,13711
19.0,S,SA928-A90553C-R54-C49,0.7585492973024547,0.5081643537955137,0.5809179065665256,0.5681544393879738,0.5790464395524554,0.0473123150426,0.04923,A90553C,243.512352,209.0,125785,935289,0.13510357147,1.8920399613277474,0.0,541.5465969964073,0.010720018343769405,0.013623471557266443,3.6268841481573295,3.5850893754849067,139.525159,254224,1882083,1493802,2036514,training,154431,2654,11504
61.0,S,SA928-A90553C-R54-C52,0.7387194727883535,0.43917035355962164,0.5532664009917375,0.5399226776514521,0.5124502636208543,0.0468360196509,0.048742,A90553C,256.182821,220.0,127339,912878,0.140173724272,1.9297454076699967,0.0,509.0428646403753,0.008862592167768829,0.012530080296032205,2.9571046544333677,3.2898787073374036,147.686529,257450,1837050,1491114,1948264,training,111214,2772,11293
290.0,S,SA928-A90553C-R54-C54,0.7050255775802655,0.28198285599548956,0.3788170701164099,0.35326352739489936,0.42459650083850364,0.0467919817946,0.048839,A90553C,235.242342,202.0,158921,977903,0.163361869111,4.490976474379632,0.0,145.42911179672018,0.0050768171079705405,0.0023760138125025016,0.7508713854807346,0.5936095441907987,133.84188500000002,321637,1969108,1534007,2138524,training,169416,3795,13301
1.0,G1,SA928-A90553C-R55-C03,0.3355360442259014,-0.2995192792091365,-0.2877683889296791,-0.31460094089133955,-0.30699672296624364,0.0584777838335,0.061951,A90553C,244.897502,211.0,181486,1202935,0.151944354196,1.9191105381888496,2.668164241888457e-144,110.58445285993602,-0.005445153959927889,-0.004712634714739307,-1.3537675105849567,-1.426382067439492,140.198841,367996,2422322,1930412,2566198,training,143876,5024,16451
2.0,G1,SA928-A90553C-R55-C06,0.1728170233100391,-0.3020975352066903,-0.30786314705756745,-0.3273866210427067,-0.2672520418509123,0.0412406232242,0.042761,A90553C,236.036009,202.0,127265,850520,0.150812975879,1.9184660006445375,5.905863059466232e-38,66.71318732519667,-0.005205897042095124,-0.006643428794949999,-1.5658624556262544,-1.955191728061772,136.328145,258473,1714197,1335201,1935872,training,221675,3943,13156
1.0,G1,SA928-A90553C-R55-C07,0.41332331847021286,-0.3127012811122466,-0.3009137247742481,-0.33265591988134013,-0.383443831297769,0.045282163199699986,0.046878,A90553C,252.370916,218.0,118290,884353,0.134573867942,1.9191105381888496,3.7312775787282566e-225,127.59838530576768,-0.00354395807179658,-0.004093681364660927,-1.4276473851577565,-1.2596029409201683,143.876675,239696,1781491,1445278,1935716,training,154225,3116,12784
1.0,G1,SA928-A90553C-R55-C09,0.031866089807411,-0.41089364465328654,-0.4274663239689477,-0.4439219270559557,-0.3973482501531691,0.038896034894800015,0.040304,A90553C,236.53037,203.0,111280,792703,0.141622949311,1.9191105381888496,0.01832363134404286,-10.423904982053159,-0.00707306913829521,-0.009786839312991052,-2.46040974539265,-2.8113957037576394,136.139367,226197,1597574,1249165,1807266,training,209692,3637,12167
1.0,G1,SA928-A90553C-R55-C10,0.03709956882128741,-0.4058691004045894,-0.42141708131923655,-0.43810300113582806,-0.4619169580319642,0.0331868477388,0.034229,A90553C,253.780003,217.0,90855,651896,0.140440156474,1.9191105381888496,0.006020007959692614,-12.108487525757717,-0.005915120593065525,-0.009879100829402906,-2.9270076863066787,-2.8366495055035386,147.662734,184422,1313443,1059075,1460288,training,146845,2712,9650
1.0,G1,SA928-A90553C-R55-C11,0.2461140844333906,-0.30763366278231186,-0.30879202102993364,-0.3315884811780774,-0.3623771151883854,0.0425734149355,0.044163,A90553C,252.537662,217.0,130987,853721,0.154512558115,1.9191105381888496,2.056833599246377e-76,91.18953257162296,-0.004501654330314767,-0.005663597654735435,-1.8119776843755744,-1.688408409455912,146.120591,265624,1719446,1385154,1871402,training,151956,3650,12004
1.0,G1,SA928-A90553C-R55-C12,0.0819834372824677,-0.4052186065911191,-0.4179432343833974,-0.4363523339848376,-0.4088605452076415,0.0389044449494,0.040276,A90553C,240.910292,207.0,111225,785173,0.142783650449,1.9191105381888496,1.21813576205507e-09,11.591950865095273,-0.006402259981779766,-0.008891325736616386,-2.342619099669263,-2.5679784398945635,138.540595,225882,1582282,1250674,1763036,training,180754,3432,11936
1.0,G1,SA928-A90553C-R55-C13,0.4570548955339233,-0.24008207008543173,-0.2131978128887384,-0.24574682209556364,-0.34660505894947685,0.0471536015739,0.048855,A90553C,258.89835800000003,224.0,134942,920630,0.14754387564500002,1.9191105381888496,4.259318696684376e-281,154.5219175507898,-0.002712584669015914,-0.0029113076813380564,-1.314199002223466,-0.9360371264422983,146.942576,273422,1853591,1523098,2369826,training,516235,3538,12331
2.0,G1,SA928-A90553C-R55-C15,-0.010970833008582186,-0.41344290094782604,-0.4300953603773344,-0.4452046083396187,-0.41746854129987454,0.0377765394526,0.039216,A90553C,240.593159,206.0,119802,779218,0.155045609889,1.9212052852078634,0.41684721351569576,-36.98483661980447,-0.007497798535064183,-0.010843828583688611,-2.8386584871503646,-3.0990285102576944,139.234355,243488,1570712,1235072,1795794,training,225082,3884,12276
59.0,G1,SA928-A90553C-R55-C19,0.0470978355503637,-0.3526908389322176,-0.391409910857117,-0.40766910584596255,-0.36201230878022733,0.0336309222159,0.034823,A90553C,237.488243,203.0,97710,688572,0.143128581996,4.902513696422816,0.0004872809228307851,0.3095312273714989,-0.005703000138460936,-0.003673946356192113,-0.9196209305001138,-1.0580284206178405,137.656628,198679,1388368,1083758,1525052,training,136684,3259,11223
1.0,G2,SA928-A90553C-R55-C21,0.6331086501287542,0.22847038405535322,0.27477124404973785,0.2508722787285047,0.05860024823893863,0.041572187696300014,0.043242,A90553C,279.79738,241.0,93836,773674,0.121913481128,1.9191105381888496,0.0,324.95318009198974,0.002908447909831144,0.00457452370631841,0.22812450636741016,1.1128979466555287,162.92450300000004,189771,1556932,1306390,1650350,training,93418,2099,9584
1.0,G2,SA928-A90553C-R55-C23,0.42575336665853425,-0.21765116791345493,-0.20047678703057645,-0.23049752374606672,-0.3976297036218933,0.047951675712800006,0.049966,A90553C,273.537259,235.0,127779,917917,0.140051514594,1.9191105381888496,3.1724661751729556e-240,152.3457134788234,-0.002787905817098496,-0.0030489394185900884,-1.7547677356436788,-0.9741488064970683,158.15280800000005,258750,1848021,1541554,1990092,training,142071,3192,12186
40.0,G2,SA928-A90553C-R55-C24,0.5261346821077647,0.08083391304165935,0.06912932908941215,0.04341283145248568,-0.05907966853707076,0.0491466741973,0.051353,A90553C,264.800536,227.0,131574,953516,0.138799603387,1.8859168546567837,0.0,258.29379972990847,0.0017707348319014095,0.0014467874276461762,-0.24369770507520686,0.2534775227033435,153.948746,266347,1919249,1574658,2044054,training,124805,3199,12217
30.0,G2,SA928-A90553C-R55-C25,0.3323396448031146,-0.17064613879720525,-0.2052344493990757,-0.2292469856963888,-0.29301185666291824,0.044616674916400006,0.046461,A90553C,258.429455,222.0,107127,859056,0.125599119913,1.8930067676442153,1.9431226903290564e-141,128.92928957412613,-0.002596242037430194,-0.003848832825644469,-1.4879431722004175,-1.189192322598791,148.57323799999998,217229,1729829,1414684,1860786,training,130957,2975,11717
1.0,G2,SA928-A90553C-R55-C26,0.5226023489322995,-0.10860600304476324,-0.07491947994465754,-0.10748536890920114,-0.22679713793463008,0.0508661346861,0.053082,A90553C,263.17343,226.0,130607,982861,0.13379457195699998,1.9191105381888496,0.0,200.06550574578287,-0.0012649942975041897,-0.0010166331833264132,-0.8753659991372733,-0.41878485701037255,152.215641,264742,1979020,1625905,2129426,training,150406,3528,13297
1.0,G2,SA928-A90553C-R55-C27,0.4565605949037933,-0.2531501732024646,-0.19085742163363792,-0.2229056604958777,-0.3304703059722676,0.0383254448252,0.039736,A90553C,262.220646,225.0,88487,727257,0.122652060451,3.600547856912665,2.035454532766763e-280,85.49935573772595,-0.003391746269429685,-0.0014544711462965746,-0.69516038543312,-0.4730406954960834,151.30891100000005,179568,1464582,1204304,1576240,training,111658,2594,10068
1.0,G2,SA928-A90553C-R55-C28,0.43794014336465775,-0.2210804979872463,-0.19734853844508252,-0.2280745653110124,-0.30984503346928793,0.0441619092364,0.04595,A90553C,258.31687400000004,222.0,107699,851384,0.127517600459,1.9191105381888496,1.2513802988575436e-255,154.02587625960712,-0.0025708835452950235,-0.002933935623083667,-1.251720109276016,-0.9418666568235561,148.604249,218612,1714729,1398742,1842886,training,128157,3214,11960
1.0,G2,SA928-A90553C-R55-C29,0.4803260872986813,-0.18331280641207204,-0.16105289849056528,-0.19370102277543422,-0.31185450523027997,0.044599798956699986,0.046509,A90553C,262.627471,226.0,102266,850270,0.121243572948,1.9191105381888496,0.0,170.3415581660386,-0.0020295249502425322,-0.002274643613455866,-1.2137453935327511,-0.7622580901341067,150.82665500000004,207539,1712100,1408373,1849540,training,137440,3007,11559
1.0,G2,SA928-A90553C-R55-C31,0.4645517069961374,-0.17302926402580618,-0.14232460740274647,-0.17305293285250023,-0.3409763581949214,0.0436567495517,0.045398,A90553C,272.03976600000004,234.0,108037,831259,0.130958238588,1.9191105381888496,1.541076557903373e-291,175.46366433946085,-0.0018924522234445712,-0.002049653022406907,-1.4371940857571206,-0.7011228183963388,156.66300800000005,219260,1674657,1395466,1826058,training,151401,3186,12138
53.0,S,SA928-A90553C-R55-C32,0.629072645900797,0.22678628225167868,0.2764556679761947,0.25327067532249425,0.16253238889100688,0.0473556907201,0.04934,A90553C,264.129679,227.0,118296,907052,0.131182527178,1.8831775700934579,0.0,332.86665692734744,0.004009146516443309,0.005050825648032284,0.761584664237827,1.2455270918499992,151.91429399999996,239505,1826013,1505552,1951690,training,125677,2913,11909
1.0,G2,SA928-A90553C-R55-C33,0.3291572770792565,-0.21010153223513506,-0.19617397665294245,-0.22055568503757175,-0.42935339504011905,0.0278953285427,0.028771,A90553C,287.663838,248.0,60784,509479,0.120068985217,1.9191105381888496,1.2716736522587595e-138,136.85316435573984,-0.0018909246413277448,-0.003644227428593244,-2.487813387485833,-1.1361689533882813,166.713759,123132,1025727,869276,1134886,training,109159,1564,6769
1.0,G2,SA928-A90553C-R55-C34,0.7062681797038376,0.334217570195626,0.37584010736795614,0.3544615766588541,0.48450804953261545,0.016629505282799998,0.017092,A90553C,219.14679,192.0,28347,322840,0.08840838457979999,1.9194328069610054,0.0,408.459258914267,0.0021814099405992075,0.007713198466801209,3.0117745533099325,1.9632372758894927,117.006566,57483,650289,498831,716446,training,66157,789,4609
1.0,G1,SA928-A90553C-R55-C37,0.3671331874300559,-0.2592956696045997,-0.2451455401401932,-0.27286277864629055,-0.3039625210619256,0.050626327529100006,0.053342,A90553C,249.954448,216.0,140170,1008885,0.139987378324,1.9191105381888496,1.768400362526956e-174,125.42857819434727,-0.003992824982768455,-0.004046417437622387,-1.3424519660471412,-1.2439439120688516,140.6992,284320,2031426,1647038,2173808,training,142382,3980,13656
86.0,S,SA928-A90553C-R55-C39,0.7209687390137625,0.41914031599678014,0.4988770838148439,0.48270284228781374,0.4475711423154424,0.0490091762806,0.05101,A90553C,257.106423,221.0,125743,945932,0.133524960589,1.8448275862068966,0.0,473.98543008648426,0.008478264168142504,0.010843093715069625,2.4715044882638533,2.826682735147892,148.129511,254042,1903000,1549271,2028798,training,125798,2556,11136
51.0,S,SA928-A90553C-R55-C40,0.5578409703770661,0.19019408306197408,0.2482135967973989,0.22922865040684962,0.20997006162548362,0.0409412067119,0.042456,A90553C,250.354186,216.0,100692,792197,0.127972700629,1.867064131485659,0.0,316.7168241918059,0.0026016498650228413,0.004521527891094281,0.9523126973504471,1.1043218523301739,142.897471,204042,1594763,1287067,1732284,training,137521,2658,10368
42.0,S,SA928-A90553C-R55-C41,0.7295865491171136,0.45640693052550263,0.5351302286773857,0.5213517562706522,0.4556746233018538,0.0365704385651,0.037763,A90553C,267.071587,231.0,82376,679136,0.12185095656,1.869481147276829,0.0,504.72962813728,0.006859815183932121,0.012121055902470139,2.567607651574511,3.1753827281162965,152.776923,166460,1366407,1132968,1689028,training,322621,1708,8135
231.0,S,SA928-A90553C-R55-C42,0.5991879253536453,0.2732538990359476,0.12142300223969098,0.09320511177261206,0.006082763295123471,0.0535974787105,0.05599,A90553C,260.581628,224.0,152205,1049090,0.145833984606,1.7521753142120529,0.0,294.4744249291741,0.005707857609587215,0.0024357187672096664,0.08837607220471067,0.5174751130898085,150.108076,307834,2111250,1728110,2287494,training,176244,3424,13070
131.0,S,SA928-A90553C-R55-C43,0.6349852655611495,0.24267993567756002,0.37659497456100155,0.35883605411613384,0.3497639968321992,0.0444440029842,0.046057,A90553C,248.704538,214.0,115118,866784,0.133453248544,1.8659361907831131,0.0,382.6237722277346,0.003915341496672204,0.00706352767233909,1.6880724053800151,1.7958266145707573,142.588679,232792,1744566,1402056,1914420,training,169854,2556,10998
35.0,S,SA928-A90553C-R55-C44,0.7066027064747473,0.42856661927626316,0.501780368250243,0.488376477584387,0.44820831314312515,0.0485257033874,0.050528,A90553C,259.11122,223.0,133262,943786,0.141850631379,1.8857557202707058,0.0,495.21597694925094,0.008958644915994914,0.011613987881964723,2.614138926981279,3.035057307654259,149.545389,269303,1898780,1549138,2041604,training,142824,2779,11207
37.0,S,SA928-A90553C-R55-C45,0.5818354555323421,0.1807275300070367,0.2519454526634681,0.23168152645465126,0.09725936784685564,0.0336876660858,0.034727999999999995,A90553C,277.458386,238.0,81311,626479,0.130347127398,1.913954237834354,0.0,321.03260456815104,0.0022886069951376683,0.004710130365685277,0.3873420599889827,1.1555514690942101,161.239544,164260,1260373,1056078,1339852,training,79479,1638,7415
75.0,S,SA928-A90553C-R55-C46,0.722836081498511,0.37986675800481,0.539794336369288,0.5267137573995753,0.48193366186625586,0.0505467247029,0.052735,A90553C,261.38387,225.0,140631,983896,0.143605964799,1.9776023203351596,0.0,487.9209986054492,0.00800063941947412,0.011813383731019592,2.6469358325563728,3.097754111200339,150.613176,284256,1979682,1622335,2108808,training,129126,2994,11889
90.0,S,SA928-A90553C-R55-C48,0.7527450337878864,0.4446870527433742,0.5816582716898845,0.5690112748442417,0.5270780141060557,0.0495844616412,0.051605999999999985,A90553C,261.608293,225.0,134819,958535,0.141228691064,1.9582661940058008,0.0,507.74526366703884,0.009067955068029888,0.01260028160625179,2.8542675857093203,3.3114307116732813,150.260226,272318,1928476,1582867,2196762,training,268286,2680,11405
174.0,S,SA928-A90553C-R55-C50,0.5137104283371449,0.1517291955431514,-0.022992801998668832,-0.05170221998686135,-0.1693374649805234,0.04894881748,0.050945,A90553C,264.66159,228.0,129150,940400,0.13806532683199998,1.79407025459233,0.0,222.82054533103263,0.002973229990207912,-0.00038711570973125786,-0.7956182701019564,-0.25106878641028874,152.414664,261248,1892424,1560255,2007996,training,115572,2948,11623
65.0,S,SA928-A90553C-R55-C54,0.46759089406989635,0.08051267006126091,0.07084340395254211,0.049043831292011855,-0.008672844433757926,0.0470605425906,0.048986,A90553C,258.221257,222.0,133838,923981,0.14565781007200002,1.8620689655172413,2.6066190654278913e-295,230.95389153919874,0.0010506674014454484,0.0008380724238303068,-0.21537131890395678,0.09676530898883054,148.60956000000004,270909,1860271,1515169,1984542,training,124271,3233,12309
1.0,G1,SA928-A90553C-R56-C03,0.39744281881203203,-0.23577743322121306,-0.21876628676482499,-0.24753633223071994,-0.21393062601445578,0.0651079115818,0.069324,A90553C,241.619473,208.0,219148,1371046,0.160890847078,1.9194328069610054,7.598797747968014e-207,141.48655328849532,-0.004577625454314628,-0.0034158466705030647,-0.9041170113201852,-1.0724914806769152,138.655302,444239,2761282,2182385,3037190,training,275908,5943,19190
1.0,G1,SA928-A90553C-R56-C05,0.5185794707611799,-0.28036470817627906,-0.24926122134771195,-0.2862463336100739,-0.22064582669814903,0.0659876445474,0.06896000000000001,A90553C,239.36148,206.0,217673,1367988,0.160180353622,1.9191105381888496,0.0,158.53532818396556,-0.0038436483992807346,-0.002826048209095279,-0.672909501813902,-0.9139177957424959,136.647797,441250,2755033,2172138,3026784,training,271751,5904,19056
1.0,G1,SA928-A90553C-R56-C06,0.5061841810903884,-0.3626866564949483,-0.3397034003042029,-0.37675872186105636,-0.3220931581209593,0.0611699332966,0.06373,A90553C,239.830486,207.0,193373,1255682,0.155074907441,1.9191105381888496,0.0,138.35509711180646,-0.004457895093622933,-0.0036298361524913178,-0.9262747598454653,-1.1327949857455035,136.004223,392209,2529455,2002576,2785300,training,255845,5463,18091
1.0,G1,SA928-A90553C-R56-C09,0.0879626586537431,-0.3581771617869191,-0.36697217330485166,-0.3843909042533544,-0.2309852671131536,0.042813515308300014,0.044513,A90553C,219.347661,188.0,136965,921152,0.150118336284,1.9191105381888496,6.90186510100488e-11,21.272419531703246,-0.007189813303356037,-0.008489935639162385,-1.5429357854999317,-2.4579768984146875,125.953695,278852,1857841,1387150,2107100,training,249259,4922,15537
1.0,G1,SA928-A90553C-R56-C10,0.39127512013770893,-0.2743538196104275,-0.2647241979233039,-0.2942952631738903,-0.34930032323323185,0.0476399186593,0.049355,A90553C,254.298039,219.0,134739,938949,0.144372502007,1.9191105381888496,5.987029436478705e-200,130.8888661839599,-0.003608528663605591,-0.003964650437078389,-1.4268369577857007,-1.223841428044387,146.63562,272985,1891019,1533316,2076622,training,185603,3507,13120
1.0,G1,SA928-A90553C-R56-C11,0.52586603682847,-0.23719150945237866,-0.20132126833575315,-0.23806111831778215,-0.25807659624172963,0.0567570415732,0.05915,A90553C,249.505754,214.0,188427,1158959,0.163649022384,1.9191105381888496,0.0,167.54896843677787,-0.002857768850602702,-0.0024370436773618553,-0.8522582685013778,-0.8076417985485714,143.87606100000005,381902,2333996,1874787,2533342,training,199346,5048,16077
21.0,G1,SA928-A90553C-R56-C12,0.5257559790085119,-0.13708910389880893,-0.08813916882940463,-0.12108725591501303,-0.17478227124455606,0.0452816724125,0.046887,A90553C,252.670449,218.0,125285,888224,0.141927348258,5.794231388978408,0.0,66.56602994067359,-0.001398726482090699,-0.00033863868561907653,-0.20263689697799828,-0.13957610390942335,143.196104,253884,1789029,1455517,2571896,training,782867,3314,12580
1.0,G1,SA928-A90553C-R56-C13,0.20246889677069416,-0.2778284700236562,-0.2789530748457284,-0.2991428713516138,-0.1346824804038147,0.0465786282786,0.048571,A90553C,220.880265,189.0,165819,1018083,0.164151865621,1.9191105381888496,8.579314965585613e-52,82.41950725985977,-0.00549565080826372,-0.005939866156641482,-0.822722202132937,-1.7623668276180933,126.775943,336810,2052051,1539444,2296628,training,244577,5172,15885
1.0,S,SA928-A90553C-R56-C15,0.6253662712873702,0.13381412231483192,0.1700200658919484,0.14522565883233807,0.12235751635651763,0.0538244070662,0.056107,A90553C,250.330051,215.0,167215,1085001,0.154981992303,1.9191105381888496,0.0,355.8137577425933,0.00448561388469016,0.00522483361910349,1.1418514697660749,1.2784042026992015,144.190624,338580,2184899,1757482,2654862,training,469963,4150,14897
1.0,G1,SA928-A90553C-R56-C16,0.5344444869426334,-0.04566451935026478,-0.012563711687328756,-0.04275545632556638,-0.147741361797549,0.0589916429487,0.0619,A90553C,262.81239300000004,225.0,178979,1177673,0.152880600218,1.9191105381888496,0.0,225.3935073351714,-0.00039514371978576374,2.365685761070492e-05,-0.5652362613054566,-0.1357190077701529,153.55496399999996,362520,2371537,1938933,2564652,training,193115,4562,16191
1.0,G1,SA928-A90553C-R56-C17,0.3063930913907182,-0.26367679964430873,-0.26268222251821977,-0.28699248085807555,0.04326611606748802,0.0463145561262,0.048179,A90553C,206.056005,179.0,152360,1019134,0.15102545807099998,1.9191105381888496,1.912242926480449e-119,113.71965884709158,-0.0044205635671638955,-0.00465907571196196,0.3071506278093458,-1.412754646136502,112.73856200000002,310250,2054594,1499894,2440072,training,385478,5530,16326
1.0,G1,SA928-A90553C-R56-C18,0.5055176242360475,-0.2808007596431618,-0.25922151781273106,-0.2952460288856156,-0.24229955513299908,0.0556526624474,0.057984,A90553C,239.186864,207.0,165144,1132204,0.147011572701,1.9191105381888496,0.0,151.23023851796603,-0.003453401187977102,-0.0030847573772966597,-0.7795626488898175,-0.98370733359159,134.64985900000002,335314,2281318,1809792,2454808,training,173490,5026,16909
