breakpoints,cell_cycle_state,cell_id,correlation,correlation0,correlation1,correlation2,correlation3,coverage_breadth,coverage_depth,library_id,mean_insert_size,median_insert_size,norm_bk,num_unique_bk,paired_duplicate_reads,paired_mapped_reads,percent_duplicate_reads,ploidy,pvalue,r_G1b,r_S4,r_ratio,slope,slope0,slope1,slope2,slope3,slope_G1b,slope_S4,slope_ratio,standard_deviation_insert_size,total_duplicate_reads,total_mapped_reads,total_properly_paired,total_reads,training_context,unmapped_reads,unpaired_duplicate_reads,unpaired_mapped_reads
265.0,S,SA928-A73044A-R07-C52,0.49321733502428683,0.24626942358208265,0.33132793019727413,0.33477100467291687,0.31271646029046163,0.08061293501019999,0.08554099999999999,A73044A,249.88246400000003,218.0,1.7427641719472513,1.0,297894,1736870,0.17305001049199994,1.8794714792136642,0.0,0.11965948778001541,0.24187211783418658,0.2347291412672235,265.25520080872644,0.010115132559127216,0.01367127944998473,2.027784344309244,2.0630453787503082,802.318492016536,2227.473381890825,256.42544313818513,138.056812,607718,3512083,2839908,3825744,training,313661,11930,38343
1.0,G1,SA928-A73044A-R08-C03,0.12508239702498566,-0.2981861999034831,-0.2846418207546192,-0.2780932924465961,-0.23145271147866223,0.0984109788533,0.10715,A73044A,231.586046,200.0,0.006576468573385854,0.0,415098,2285026,0.183393428382,1.9191105381888496,1.4875712760423865e-20,-0.1862411244909496,-0.10041688247164317,-0.18813050555205707,21.510904631626737,-0.008987959129158441,-0.007441824952866838,-0.868672382857317,-1.090029590667248,-2171.302853086002,-1607.9724558427672,-357.3538641440239,130.005045,847562,4621845,3563694,5038762,training,416917,17366,51793
1.0,G1,SA928-A73044A-R08-C07,0.2030324531380223,-0.2853452433443351,-0.2641465515931517,-0.25678041585100564,-0.20587539656850773,0.146757851732,0.161456,A73044A,230.316656,201.0,0.006576468573385854,0.0,526474,3352035,0.159174121544,1.9191105381888496,4.45417134847457e-52,-0.2163194666095844,-0.12599621596621147,-0.22183290136842576,41.157544450973525,-0.010636668258330375,-0.005775835566354421,-0.6407037541335993,-0.8414460797326866,-2835.229124551266,-2268.1778934191507,-473.7104438181047,125.377297,1080299,6787392,5286395,7450474,training,663082,27351,83321
8.0,G1,SA928-A73044A-R08-C09,0.4347752073483222,-0.24752387767644562,-0.1907305128444849,-0.17944674693808657,-0.028397357877885467,0.114944638906,0.122554,A73044A,207.738044,182.0,0.05261174858708683,0.0,500037,2739080,0.184568682041,1.9081533999355462,1.9746679947664925e-251,-0.13522266505498742,-0.10855036169400945,-0.16871356018667688,78.26943930534013,-0.004221467890750074,-0.0026583560110153303,-0.09229092589745247,-0.3762667042363731,-2391.6970357788623,-2636.9020192500657,-486.1496851081814,110.673764,1023359,5545074,4075890,6040030,training,494956,23285,66914
1.0,G1,SA928-A73044A-R08-C11,0.13008682857846238,-0.39241439237031384,-0.390653138610892,-0.3830613102481529,-0.31550801818272645,0.0903119696104,0.095293,A73044A,224.584348,196.0,0.006576468573385854,0.0,365441,2039180,0.180955098234,1.9191105381888496,4.08933207622597e-22,-0.2646119007154878,-0.1906789843672558,-0.29106945987411015,13.473882874933272,-0.008585369906680839,-0.008136680412612795,-0.9299223336294916,-1.1939949098340306,-3631.090387309379,-3593.830337798257,-650.7568819198416,121.761096,746431,4125273,3167961,4524338,training,399065,15549,46912
1.0,G1,SA928-A73044A-R08-C12,0.26918734505514025,-0.37865267942314396,-0.345415730259282,-0.33604012829232527,-0.23218080837257535,0.107096679897,0.11375,A73044A,216.406429,190.0,0.006576468573385854,0.0,433993,2469222,0.177683547885,1.9191105381888496,1.328388055792807e-91,-0.2257218153220466,-0.18294416044860318,-0.26238525898577825,41.44822050603364,-0.007831918734179967,-0.0058183592260923666,-0.5601898421492024,-0.8474690312625637,-3597.9393316808987,-4005.2156657339397,-681.4189017774605,115.883185,888042,4998179,3772590,5484982,training,486803,20056,59734
1.0,G1,SA928-A73044A-R08-C16,0.28890813282742583,-0.3091913067581623,-0.28134510977073107,-0.2721451835876699,-0.1761636934655549,0.115060450031,0.122742,A73044A,219.853742,192.0,0.006576468573385854,0.0,517924,2697580,0.193861960257,1.9191105381888496,7.824689499451693e-106,-0.19721633306032016,-0.16855738497463077,-0.23173757104240306,51.800475846531796,-0.007051060048534809,-0.004898743488154204,-0.44579420992570185,-0.710492455531589,-3011.950726333683,-3535.7359257545454,-576.6281977872852,118.796604,1057862,5457183,4139474,5960762,training,503579,22014,62022
1.0,G1,SA928-A73044A-R08-C17,0.18422985396794664,-0.3585617385137084,-0.3449496618310931,-0.3369176382026952,-0.27604919095259917,0.106671064744,0.113424,A73044A,227.408416,199.0,0.006576468573385854,0.0,484514,2463033,0.198426189189,1.9191105381888496,4.90304727635268e-43,-0.23922390417830336,-0.18528135604998924,-0.26538155773480965,26.56055993176771,-0.008982694865991238,-0.007078467353323831,-0.8055242992637641,-1.0354735281543916,-3333.1057917275625,-3545.710700759182,-602.434320517431,123.670035,988082,4979888,3847675,5467502,training,487614,19054,53821
1.0,G1,SA928-A73044A-R08-C18,0.13736800838629518,-0.29640619741029167,-0.29106215473316954,-0.2846609976418206,-0.2872892356633561,0.12216855951,0.132433,A73044A,242.910535,212.0,0.006576468573385854,0.0,456959,2718757,0.16992545531199998,1.9191105381888496,1.6973375210658112e-24,-0.19875604523418863,-0.14913913896898212,-0.21625789526378367,26.375012375606136,-0.01012072731521931,-0.0070513026786386815,-1.016280505418859,-1.0318743322801343,-2330.2286257776564,-2401.5789639099535,-413.0899225664387,133.82676899999998,934582,5500460,4385787,6038330,training,537870,20664,62945
1.0,G1,SA928-A73044A-R08-C19,0.15941296989630147,-0.3444921540777592,-0.336357920842609,-0.3290279580085125,-0.2563855546530606,0.10988490287999997,0.116945,A73044A,222.353417,194.0,0.006576468573385854,0.0,476623,2548079,0.188964603746,1.9191105381888496,1.6120403701990645e-32,-0.20920294268649592,-0.1647382773281796,-0.2482265451587354,27.530376902357606,-0.009229995710400148,-0.006949892105832818,-0.7469733808381804,-1.0170365750937973,-2803.0732090196257,-3031.7139686363594,-541.887728794303,120.575458,974883,5159417,3934481,5671832,training,512415,21637,63258
1.0,G2,SA928-A73044A-R08-C21,0.11631465521013955,-0.24956770606631887,-0.24233121122235196,-0.23628137707861258,-0.23460482395227006,0.126981624339,0.137873,A73044A,241.999877,211.0,0.006576468573385854,0.0,495030,2841491,0.176047417854,1.9191105381888496,5.730820258657593e-18,-0.19207708791640812,-0.133291101038584,-0.20743274845581358,18.5744709488036,-0.011357352549399862,-0.007627286542039166,-1.0771660602750879,-1.1173580805390941,-1971.284005501675,-1878.8921152124901,-346.85295541120485,133.171333,1011350,5745009,4580035,6263616,training,518607,21290,62027
347.0,G2,SA928-A73044A-R08-C22,0.49574684088426885,0.19383910912979427,0.2568962206651715,0.2623017875124081,0.2041775149548072,0.093623687684,0.099988,A73044A,254.027417,221.0,2.2820345949648915,2.0,363774,2032785,0.180235370218,3.6401869158878504,0.0,0.05398253754225297,0.16842425838490574,0.14543691749526552,97.883298772837,0.009102844861019232,0.0036732803293847253,0.47383858543627494,0.560013988243996,996.7178581731797,4271.207209394105,437.51006398044865,142.70181200000005,740004,4106042,3314910,4427074,training,321032,12456,40472
184.0,G2,SA928-A73044A-R08-C24,0.5496567962333798,0.2445293793020345,0.35202782444822756,0.3568109213687208,0.3698151027153377,0.128023038535,0.139558,A73044A,239.66249900000003,208.0,1.2100702175029971,2.0,533808,2914035,0.184637560828,1.882533032549146,0.0,0.11680215153047929,0.27173906060730885,0.2538499009280187,239.76825112634526,0.016504096538927468,0.011459952702878582,1.784224895796568,1.7329596614762652,1047.6743070881312,3347.7619859618085,370.9769200305737,133.462753,1086912,5887113,4633045,6317316,training,430203,19296,59042
271.0,G2,SA928-A73044A-R08-C25,0.20829276700425128,-0.29599270816682366,-0.31178359447364673,-0.30351288869738274,-0.2717261756287365,0.140862597573,0.154319,A73044A,236.089683,206.0,1.7822229833875665,2.0,578877,3237736,0.180745620392,5.9766355140186915,9.748820403451442e-55,-0.21682320131286023,-0.18495006657946456,-0.2480717781254201,10.856951863557152,-0.012057251295805602,-0.002024991736505496,-0.25163406188489507,-0.29556389193230287,-9453.18916156772,-11074.455562003423,-1762.1101697914157,128.928868,1183468,6548132,5161871,7156796,training,608664,25714,72659
347.0,G2,SA928-A73044A-R08-C32,0.3942019059808631,0.10052462074146158,0.10793655311974354,0.11411677216303381,0.0667121646575378,0.0931859424772,0.099632,A73044A,251.428427,219.0,2.2820345949648915,3.0,356660,2033590,0.177003961706,3.6714469867869806,3.7784594502860525e-203,-0.0030289097336775343,0.10652409970829331,0.0654703832788794,70.02331369847676,0.0043464876395810145,0.0013115056785838821,0.1277285829199506,0.20732306380074397,-58.45521040853861,2823.6562359862983,205.8620166165628,140.135605,727815,4112117,3320530,4454146,training,342029,14495,44937
291.0,G2,SA928-A73044A-R08-C34,0.3629652036528131,-0.03729436652934217,-0.008174269949764624,-0.0009655434391419388,0.02687059257930159,0.110848442826,0.119463,A73044A,234.947831,206.0,1.9137523548552835,3.0,404918,2450091,0.16669171789999998,4.90783113116339,5.4455601781369365e-170,-0.05464230960294412,-0.000848545156789307,-0.044162313515553116,40.707747175038406,-0.0028414860004978937,-9.807624418435348e-05,0.03766255087926432,-0.006129718698077704,-1616.2580894788823,-34.46720346101714,-212.69898273018393,127.201113,825038,4949857,3902351,5349902,training,400045,15202,49674
