PC1,PC2,PC3,breakpoints,cell_cycle_state,cell_id,correlation,correlation0,correlation1,correlation2,correlation3,coverage_breadth,coverage_depth,library_id,mean_insert_size,median_insert_size,num_unique_bk,paired_duplicate_reads,paired_mapped_reads,percent_duplicate_reads,ploidy,pvalue,r_G1b,r_S4,r_ratio,slope,slope0,slope1,slope2,slope3,standard_deviation_insert_size,total_duplicate_reads,total_mapped_reads,total_properly_paired,total_reads,training_context,unmapped_reads,unpaired_duplicate_reads,unpaired_mapped_reads
-0.03400262779358392,-0.08844031755110475,-0.001511713161180776,1.0,G1,SA928-A73044A-R07-C03,-0.015410808826161306,-0.39385860296503283,-0.3853074983849444,-0.37123299666260146,-0.3972339203608918,0.075476628497,0.080794,A73044A,246.573835,215.0,0.0,281388,1651353,0.171965679692,1.9191105381888496,0.2540265238330382,-0.29016020719685853,-0.1632807808067562,-0.27578637655866084,106.45593408485212,0.010838431570653003,0.012537199392028426,1.794368254676403,1.7455098143379968,137.389818,574210,3339364,2668545,3643162,training,303798,11434,36658
-0.024888134069712155,0.22401857610943537,0.0009713193027956402,128.0,G1,SA928-A73044A-R07-C05,-0.008699295866693312,-0.3606881949154766,-0.39159717624784407,-0.37680737422689375,-0.40186602116105175,0.0732704568268,0.077125,A73044A,240.31215,209.0,1.0,261048,1584807,0.166337610748,4.6421205285207865,0.5196738488672756,-0.2622341453167882,-0.19377872847994043,-0.2873212316148225,42.239531309910575,0.010079278156331481,0.005036494925024366,0.7074068959057456,0.7007517585755628,133.184103,533246,3206142,2532549,3529138,training,322996,11150,36528
-0.027413819088289278,-0.08754800215594002,0.0019750202427697016,1.0,G1,SA928-A73044A-R07-C06,0.15689593727254783,-0.37853224569173055,-0.34341409092729763,-0.32299036157373123,-0.36670167119915004,0.08243389281119999,0.087177,A73044A,229.081193,200.0,0.0,268455,1796366,0.151238423457,1.9191105381888496,1.5330151320321088e-31,-0.23817028316862843,-0.18044192422368932,-0.25754044472959225,85.76736972033656,0.010371121694396896,0.010764809428123762,1.5127404238255986,1.494083782723084,125.00276,550072,3637529,2816427,4019994,training,382465,13162,44796
-0.029053192580042367,-0.08808633768306709,0.0022832522950522764,1.0,G1,SA928-A73044A-R07-C07,0.165240553956381,-0.42867682673540347,-0.39863863070352007,-0.3764100427240699,-0.4378139319032097,0.09527518601,0.101271,A73044A,220.669928,193.0,0.0,291162,2096766,0.14087281090700002,1.9191105381888496,7.595105265940936e-35,-0.28845982162843176,-0.235509313985668,-0.3144843519917191,88.51648869924726,0.01248334177720982,0.010999865151984416,1.5798879487859103,1.5274564806546924,118.379094,598614,4249650,3243156,4696348,training,446698,16290,56117
-0.03699298901250919,-0.08900682933209203,0.00208142182713246,1.0,G1,SA928-A73044A-R07-C08,0.024313533814110867,-0.3922331298749762,-0.3810436838977667,-0.36537919716908773,-0.39508128279487037,0.0788063119662,0.082987,A73044A,233.13019900000003,203.0,0.0,288910,1728269,0.16887787945500002,1.9191105381888496,0.07190581972418199,-0.29029536270917583,-0.2170641441823762,-0.3160744987999101,99.57226499995203,0.010811109016126913,0.011971460948570385,1.6719145939323774,1.6650320777233016,127.972795,590480,3496799,2729972,3839308,training,342509,12660,40261
-0.03199131662343281,-0.09221162874472241,-0.0013977299966056692,1.0,G1,SA928-A73044A-R07-C09,0.0672454299469814,-0.36824991981712946,-0.35268382685332006,-0.3358844314729972,-0.37238808991103545,0.083948669893,0.088438,A73044A,227.618934,199.0,0.0,314812,1862730,0.170785480908,1.9191105381888496,6.277334923821875e-07,-0.2732144524512729,-0.19137714769759961,-0.28735620078258767,94.616212613509,0.01117832615449566,0.011515797408198365,1.61700173861724,1.6005366287724605,123.604572,643826,3770098,2915393,4159862,training,389764,14202,44638
-0.04304180799383936,-0.08801146348833087,-0.0028662474962019386,1.0,G1,SA928-A73044A-R07-C10,-0.05108507944689219,-0.35060213867106127,-0.3528768563003096,-0.3408363491957726,-0.3622180021965725,0.0480831637549,0.050009,A73044A,245.802374,214.0,0.0,161087,1012476,0.16054899473,1.9191105381888496,0.00015477275536260627,-0.27757733317225647,-0.20121256747758348,-0.28191704717841204,112.05623953938932,0.006956188741205681,0.013054321092990614,1.8611172310676636,1.8186310447976524,136.35466100000002,328971,2049200,1640200,2273600,training,224400,6797,24248
-0.03373565033351659,-0.08729644610282472,-0.00022658355155199246,1.0,G1,SA928-A73044A-R07-C11,0.01572400426900104,-0.28780921952700395,-0.28241484252507865,-0.27000031168070804,-0.29218279761564253,0.06623130679280001,0.06931799999999999,A73044A,236.589557,206.0,0.0,245235,1438635,0.17215817098900002,1.9191105381888496,0.24450198551665128,-0.1980887854356452,-0.1458836512799483,-0.2153038882175785,97.87191647563986,0.008802785375251927,0.011799218532452617,1.6504154064542103,1.6407305812649846,129.78651399999998,501110,2910952,2291698,3205564,training,294612,10640,33681
-0.03266841816770304,-0.08969792728561203,-0.0010422255688994546,1.0,G1,SA928-A73044A-R07-C14,0.050649406416750704,-0.38874443039785217,-0.3777196372136771,-0.3611251536863687,-0.3956261229733184,0.09402330402899997,0.099449,A73044A,229.251583,200.0,0.0,389007,2125276,0.184897849184,1.9191105381888496,0.00017614694420689287,-0.28108983725639713,-0.2141564259326429,-0.300425790985721,95.53885876770447,0.012642216268194327,0.011608039458425645,1.6266955940338177,1.6135156949853413,124.831428,795091,4300553,3331653,4731574,training,431021,17077,50001
-0.02337088676112756,-0.08799694993191765,-0.0008265212824385865,1.0,G1,SA928-A73044A-R07-C16,0.1945728085718281,-0.29078274279246047,-0.2517002423020037,-0.23275846494182947,-0.2663523815538388,0.08933968625119999,0.09423,A73044A,236.203861,206.0,0.0,366868,1988150,0.186137206276,1.9191105381888496,6.806387354712578e-48,-0.2165471302734931,-0.1375575173002587,-0.21358031998742724,80.13882227220762,0.010550192051978288,0.010260485442494275,1.4388981680681934,1.4229414818496482,129.48607900000002,748334,4020648,3160608,4390698,training,370050,14598,44347
