PC1,PC2,PC3,breakpoints,cell_cycle_state,cell_id,correlation,correlation0,correlation1,correlation2,correlation3,coverage_breadth,coverage_depth,library_id,mean_insert_size,median_insert_size,num_unique_bk,paired_duplicate_reads,paired_mapped_reads,percent_duplicate_reads,ploidy,pvalue,r_G1b,r_S4,r_ratio,slope,slope0,slope1,slope2,slope3,standard_deviation_insert_size,total_duplicate_reads,total_mapped_reads,total_properly_paired,total_reads,training_context,unmapped_reads,unpaired_duplicate_reads,unpaired_mapped_reads,new_cell_cycle_state,checked,corrected
-0.017314988594347918,0.0007959786351601594,0.009185307300748591,1.0,G1,SA928-A73044A-R07-C17,0.18217118182678,-0.2167664464537722,-0.20777591659359448,-0.20165096870795415,-0.1445131214354357,0.0914922350533,0.096613,A73044A,221.60593599999999,194.0,0.0,396653,2106556,0.190111246947,1.9191105381888496,4.2045534425975717e-42,-0.12111367645433638,-0.0909708646458938,-0.13621550352513226,69.90979383876899,0.009921499078078915,0.009494361146232928,1.2450524641370162,1.409609044352795,120.01119299999999,810293,4262499,3240115,4662474,training,399975,16987,49387,G1,False,False
-0.030019170590608924,3.837492306107708e-05,0.0003820765402240583,1.0,G1,SA928-A73044A-R07-C18,0.078680218087623,-0.4321044723196494,-0.4356246151543899,-0.4284493246059662,-0.3966764588255167,0.0835160549137,0.087983,A73044A,234.611498,205.0,0.0,310755,1835158,0.171169995612,1.9191105381888496,5.470911645173329e-09,-0.3005138781084212,-0.23394852492075224,-0.3367899442891257,94.69652135150982,0.010831907407546878,0.01166148045446742,1.62885846061776,1.7330372723619514,127.891801,636166,3716844,2921715,4082634,training,365790,14656,46527,G1,False,False
-0.020009278491876448,0.0011894763080687047,0.009763816505391548,5.0,G1,SA928-A73044A-R07-C19,0.15954860964759546,-0.2083855981047976,-0.20347436376256905,-0.19774990553706928,-0.13985568342080126,0.0950099409948,0.10072300000000001,A73044A,218.959554,192.0,0.0,390790,2189304,0.180489855347,1.9060586529165324,1.4262799832535395e-32,-0.11995817380786193,-0.11253052160628213,-0.1367184077747826,72.5469611059898,0.010622223679186728,0.00975988739414618,1.2704194010560943,1.4491954319935738,118.03238200000001,800749,4436820,3353249,4885242,training,448422,19169,58212,G1,False,False
-0.019103997507220367,-0.013784002736566551,-0.0001779689327386414,61.0,G2,SA928-A73044A-R07-C21,0.09591510067505384,-0.1040712558612526,-0.1990340924144418,-0.19399473249987206,-0.2348695059743183,0.0914832849932,0.09762799999999999,A73044A,250.9042,219.0,0.0,325902,1970602,0.167012219806,1.86061875604254,1.1183327093313303e-12,-0.19355191980201314,-0.07622288691741608,-0.17676911521177055,88.74208098497084,0.009252885873836374,0.01112938419300842,1.8214464289244083,1.6533262812016882,138.577877,665375,3984434,3221349,4369840,training,385406,13571,43229,G2,False,False
-0.004709840060968708,-0.018333861883774203,0.0025370731656831572,101.0,G2,SA928-A73044A-R07-C22,0.2332743180246955,0.031924748410668016,-0.053075126053033765,-0.04792833853456197,-0.14109421900170135,0.0723964328407,0.07638400000000001,A73044A,257.901867,225.0,0.0,259515,1529673,0.17092105790999998,1.8467611988398325,1.2730614681536012e-68,-0.10340662184158676,0.061837114276802815,-0.04445391376369336,61.19839446155961,0.005263327555140722,0.008776612559155154,1.6990662953429407,1.302051844259842,144.33124899999999,528256,3090925,2514415,3369344,training,278419,9226,31578,G2,False,False
-0.03027007339781488,-0.0028220918899915857,0.0014592759096795126,6.0,G2,SA928-A73044A-R07-C24,0.03594723999440883,-0.29833791019066497,-0.3072608393163231,-0.3018160070171875,-0.3790912610685416,0.09252858464639999,0.098583,A73044A,255.02604399999998,223.0,0.0,347934,1991942,0.176120895937,1.9155655816951336,0.007783491039115999,-0.22469103862837764,-0.168520400389938,-0.2431011344472456,97.30437222075449,0.011901594637596448,0.011885393748075878,2.119820949224596,1.7663304390003982,141.053909,708814,4024883,3276200,4367310,training,342427,12946,40999,G2,False,False
-0.015439534435244625,0.0007623483043722412,-0.002567570011058357,160.0,G2,SA928-A73044A-R07-C25,0.043898841884746326,-0.314849436038016,-0.36917837059111536,-0.3628850555376241,-0.3824352244827967,0.10571583397199999,0.11360899999999999,A73044A,246.843471,215.0,1.0,393909,2320371,0.17162676476100006,3.7616822429906542,0.0011519168214216755,-0.2385219844328224,-0.17506777007450847,-0.2703047010416445,48.68321135388475,0.013831620733566918,0.0059926891755032255,0.9193463713801866,0.8905386150825036,136.287136,805601,4694262,3763042,5129024,training,434762,17783,53520,G2,False,False
-0.027045697291235817,-0.0017552595678777818,0.003082840713197362,1.0,G2,SA928-A73044A-R07-C26,0.09617306582169506,-0.28245860557979385,-0.2897683832230393,-0.2836860393668436,-0.3334783750956482,0.10595649424699999,0.11393800000000001,A73044A,250.465846,219.0,0.0,414843,2329716,0.17972808625999998,1.9194328069610052,9.680508188601545e-13,-0.2342253347900849,-0.16657124590892605,-0.2400229800964565,90.25421891569587,0.013031614382088072,0.011259537552621407,1.8429836054802544,1.6728801942877933,138.328352,846441,4709877,3800880,5166760,training,456883,16755,50444,G2,False,False
-0.018822533445453787,-0.0006460615888273267,-0.004912514853129729,130.0,G2,SA928-A73044A-R07-C27,-0.04672022508904999,-0.4034955383794091,-0.4359337777127,-0.4304749584550061,-0.4897017428096532,0.0880523733419,0.093644,A73044A,253.78427799999997,221.0,1.0,318588,1882149,0.170766003792,3.850306155333548,0.0005408592545811451,-0.2874944335140899,-0.2038355953855126,-0.3145559808788878,53.39089951928165,0.012470930332572322,0.006315913866904771,1.071111669088616,0.9389937902058271,140.619149,649534,3803989,3090803,4159086,training,355097,12358,39691,G2,False,False
-0.016309456904909002,-0.008591542789405555,0.0022868073869142945,137.0,G2,SA928-A73044A-R07-C29,0.2030589525902687,0.05590735958973071,-0.12890839108636876,-0.12316745335582956,-0.10372240432496356,0.11118987575099999,0.11997999999999999,A73044A,237.13603999999998,207.0,1.0,432597,2504134,0.174722798834,1.8159845310989364,6.876727459899144e-52,-0.12975126662293598,-0.016400224180177444,-0.09730609621460723,71.66424513335463,0.008151737554896111,0.009793323940841257,1.375869205704498,1.4537103319095284,131.361984,885095,5065997,3971077,5550184,training,484187,19901,57728,G2,False,False
-0.026682348773525648,-0.00045733522550504716,0.002869605446813173,1.0,G2,SA928-A73044A-R07-C30,0.09370381231018372,-0.3259871703881133,-0.3297925369439158,-0.32331481097975684,-0.31598112910406484,0.112870877511,0.12166500000000001,A73044A,240.75978500000002,210.0,0.0,436376,2518709,0.17519349971999998,1.9191105381888496,3.644380827591183e-12,-0.2472876660359856,-0.1955153317846215,-0.2715517764323112,90.12820446912724,0.014272523533382325,0.011253010362473285,1.6306072475831146,1.6719729643129893,132.096362,892833,5096519,4050555,5581648,training,485129,20081,59101,G2,False,False
-0.013730470852400787,0.00023185691212714786,-0.0044454250366311255,152.0,G2,SA928-A73044A-R07-C32,-0.027130650921429973,-0.2703611363492134,-0.3568729546985975,-0.3519453726720109,-0.4485869791212658,0.07127363767469999,0.07520299999999999,A73044A,259.27306,226.0,4.0,260534,1517233,0.17344197267499994,5.810344827586207,0.045495276373686236,-0.2391244696538353,-0.1771944016424225,-0.26537207607708,35.354885224144304,0.009577736312922629,0.0042135621163539826,0.8149190645886233,0.6263809432308205,143.99405,532628,3071079,2514745,3365330,training,294251,11560,36613,G2,False,False
-0.015052844271026253,7.883411198658664e-05,-0.0062985510964361745,168.0,G2,SA928-A73044A-R07-C33,-0.03080844032050738,-0.25735868737670786,-0.2933177348464162,-0.2892075988403547,-0.4689133402577613,0.040680128501199994,0.042266000000000005,A73044A,267.83506800000004,234.0,2.0,136665,832018,0.16554035770300002,5.305994199162102,0.022715941568800836,-0.1846717981256842,-0.12935265900505213,-0.1895831084732121,38.5709243172329,0.0056027953287897956,0.004596286822722686,1.2759344616043622,0.6833363248842449,149.801804,278330,1681452,1391848,1845344,training,163892,5000,17415,G2,False,False
-0.020726701686050182,-0.0011828526748068845,-0.0034585486012701947,124.0,G2,SA928-A73044A-R07-C35,-0.053467835494822695,-0.3691627758687614,-0.40244180064575097,-0.3973370100975614,-0.4373575143083193,0.10198397131300001,0.109385,A73044A,251.38980800000002,219.0,2.0,403851,2236993,0.18214253161200009,3.810344827586207,7.495154439007038e-05,-0.2880854821269272,-0.20706694742689394,-0.3093473708982864,54.809043646433494,0.014728594963213982,0.006474583908944957,1.0560400543230206,0.9626279958462858,139.43506100000002,823229,4520092,3648164,4886482,training,366390,15527,46106,G2,False,False
